IssueId,type,status,resolution,component,priority,reporter,created,assigned,assignee,resolved
6644,Improvement,Resolved,Fixed,SQL,Minor,Person 394,2014/07/02 10:22:40 +0100,2014/07/02 10:22:40 +0100,Person 394,2014/07/03 08:50:06 +0100
6652,Bug,Resolved,Fixed,SQL,Major,Person 418,2014/07/09 13:38:07 +0100,null,Unassigned,2014/07/10 13:19:11 +0100
6670,Bug,Resolved,Fixed,SQL,Major,Person 394,2014/07/17 17:38:55 +0100,2014/07/30 19:04:53 +0100,Person 405,2014/07/30 22:54:48 +0100
6672,Improvement,Resolved,Fixed,SQL,Major,Person 270,2014/07/20 14:19:06 +0100,null,Unassigned,2014/07/30 19:40:53 +0100
6685,Bug,Resolved,Fixed,Test,Major,Person 394,2014/08/04 14:59:45 +0100,2014/08/05 11:13:50 +0100,Person 394,2014/08/07 13:30:39 +0100
6691,Bug,Resolved,Fixed,SQL,Major,Person 394,2014/08/06 08:41:35 +0100,2014/10/09 18:02:07 +0100,Person 405,2014/10/09 18:02:07 +0100
6693,Bug,Closed,Fixed,SQL,Minor,Person 405,2014/08/06 19:10:17 +0100,2014/08/07 17:38:24 +0100,Person 405,2014/08/07 17:38:24 +0100
6708,Bug,Resolved,Fixed,Test,Major,Person 394,2014/08/15 07:20:39 +0100,2014/08/15 13:17:33 +0100,Person 405,2014/08/21 16:52:34 +0100
6719,Bug,Resolved,Fixed,Tools,Major,Person 418,2014/08/27 19:19:49 +0100,2014/09/16 23:20:26 +0100,Person 383,2014/09/23 21:19:20 +0100
6720,Bug,Closed,Fixed,Build tools,Major,Person 418,2014/08/27 19:27:51 +0100,null,Unassigned,2014/09/04 12:54:13 +0100
6730,Bug,Resolved,Fixed,SQL; Tools,Major,Person 418,2014/09/08 15:13:52 +0100,2014/09/08 20:04:22 +0100,Person 418,2014/10/16 20:55:49 +0100
6736,Bug,Resolved,Fixed,Test,Major,Person 394,2014/09/15 12:40:00 +0100,2014/09/15 13:16:50 +0100,Person 394,2014/09/15 15:10:35 +0100
6742,Improvement,Resolved,Fixed,JDBC,Major,Person 380,2014/09/17 07:13:02 +0100,2014/09/17 18:59:52 +0100,Person 380,2014/10/06 18:03:43 +0100
641,Improvement   ,Closed   ,Invalid   ,Tools   ,Major   ,Person 520,2005/10/24 23:49:06 +0100   ,null   ,Unassigned   ,2006/01/06 01:25:49 +0100   
1813,Bug   ,Closed   ,Fixed   ,JDBC   ,Major   ,Person 394   ,2006/09/05 12:38:17 +0100   ,2006/09/05 12:38:17 +0100   ,Person 394   ,2006/09/08 19:43:55 +0100   
2985,Bug   ,Closed   ,Fixed   ,Test   ,Major   ,Person 455   ,2007/08/01 23:29:15 +0100   ,2007/08/01 23:29:15 +0100   ,Person 455   ,2007/08/17 19:26:55 +0100   
5080,Improvement   ,Closed   ,Fixed   ,Build tools   ,Minor   ,Person 422   ,2011/03/01 21:39:47 +0100   ,2011/03/01 21:39:47 +0100   ,Person 422   ,2011/05/30 12:51:03 +0100   
5476,Improvement   ,Closed   ,Fixed   ,Build tools   ,Minor   ,Person 394   ,2011/10/24 16:42:00 +0100   ,2011/10/24 16:42:00 +0100   ,Person 394   ,2011/10/24 16:46:42 +0100   
